[h hw][-s hw][hw][0sw],top,intuit.com
[h +s][+s][X][X],sub,iop.intuit.com
[h *s -https://login.iqbank.ru:443/auth/UI/Login?service=ibank&goto=https%3A%2F%2Fiqbank.ru%3A443%2F][*s][X][-sw],top,iqbank.ru
[h -s +sw][-s][hw +sw][+sw],top,irccloud.com
[h *sw][*s][hw *sw][*sw],top,itriskltd.com
[h +s][+s][hw +sw][+sw],top,ixquick.com
[h +s][+s][hw +https://izea.com/][-sw +https://izea.com/],top,izeaexchange.com
[h -s][-s][hw -s][-sw -s],top,jitsi.org
[h *sw][-s hw][hw][*sw],top,jottit.com
[h hw][X][hw][0sw],top,jusbrasil.com.br
[h +sw][-s +sw][hw +sw][+sw],top,kajabiapp.com
[h +sw][+s][hw +sw][+sw],top,kernel.org
[h *s][*s][hw *s][-sw *s],top,keyerror.com
[h][+s][hw +s][+sw +s],top,kiwiirc.com
[h +s][+s][hw h +s][-sw +s],top,lastpass.com
[h *s][*s][hw *s][-sw *s],top,launchkey.com
[h +s][+s][hw +s][-sw +s],top,launchpad.net
[h +s +sw][+s][hw +sw][+sw],top,leapmotion.com
[h +s][+s][hw +sw][+sw],top,ledgerscope.net
[h +s][+s][X][X],sub,library.linode.com
[h hw][+s +sw][hw][+sw],top,lighttpd.net
[h +s hw +sw][+s][hw][+sw],top,linode.com
[h +sw][+s][hw +sw][+sw],top,linx.net
[h -s][-s][hw -sw][-sw],top,liqpay.com
[h][-s +s][X][X],sub,lists.mayfirst.org
[h *s][*s][hw *sw *s][*sw],top,lockify.com
[h -s][-s][hw -s][-sw -s],top,logentries.com
[h *s][*s][X][X],sub,login.persona.org
[h *s][*s][hw -http://pesquisa.sapo.pt/?q=www%20login&host=www.login.sapo.pt&ptr=1][X],sub,login.sapo.pt
[h][*s][hw][*sw],top,logotype.se
[h *sw][*s *sw][hw *sw][*sw],top,lolicore.ch
[h +sw][+s +sw][hw +sw][+sw],top,lookout.com
[h +s][+s][hw +s][+sw +s],top,lovewithfood.com
[h +s][+s][hw +sw +s][+sw],top,lumi.do
[h +s][+s][hw +sw][+sw],sub,luneta.nearbuysystems.com
[h hw +sw][+s][hw][+sw],top,madmimi.com
[h *s][*s][hw *sw *s][*sw],top,makeyourlaws.org
[h +s][+s][X][X],sub,manager.linode.com
[h +s][+s][hw +sw][+sw],top,mandrillapp.com
[h][*s][hw][*sw],top,mathway.com
[h *s][*s][hw *s][-sw *s],top,mattmccutchen.net
[X][X][hw *sw][*sw],top,mbnet.pt
[h +s][+s][hw +sw +s][+sw],top,mcprohosting.com
[h *s][*s][hw *https://blog.mediacru.sh/][*sw],top,mediacru.sh
[h +s][+s][hw +s][+sw],top,mega.co.nz
[h][+s][X][X],sub,members.mayfirst.org
[h +s][+s][X][X],sub,members.nearlyfreespeech.net
[h +s][+s][hw +sw +s][+sw],top,minestatus.net
[h -sw -https://www.skrill.com/en/][X][X][X],top,moneybookers.com
[X][*s][X][*sw *s],top,mudcrab.us
[h][0s h][hw h][0sw h],top,mwomercs.com
[h +s][X][X][X],sub,my.alfresco.com
[h +s][+s][hw +s][-sw +s],sub,my.onlime.ch
[h +sw][-s +sw][hw +sw][+sw],top,mydigipass.com
[h +sw +https://www.lookout.com/][X][hw +https://www.lookout.com/][+sw],top,mylookout.com
[X][X][X][X],top,neg9.org
[h -https://neonisi.herokuapp.com][X][X][X],top,neonisi.com
[h][+s][hw +s][-sw +s],top,netzpolitik.org
[h *sw][-s *sw][hw *sw][*sw],top,nitrous.io
[h *sw][-s *sw][hw *sw][*sw],top,nodejitsu.com
[h +sw][+s][hw +sw][+sw],top,noisebridge.net
[h hw][X][hw][+sw hw],top,novell.com
[h +s][+s][hw +s][+sw +s],top,npmjs.org
[h hw *sw][X][hw][*sw],top,nsfwcorp.com
[h hw][*s *sw][hw][*sw],top,nuget.org
[h *s][*s][hw][-sw],top,obmenka.ua
[h +s hw +sw][+s][hw][+sw],top,odesk.com
[h +s][+s][hw +sw][+sw],top,onion.to
[h hw][-s +sw][hw][+sw],top,ontario.ca
[h -s *sw][-s][hw *sw][*sw],top,openshift.com
[h *https://www.openshift.com][-s *https://www.openshift.com][X][X],sub,openshift.redhat.com
[h hw][X][hw][+sw hw],top,opensuse.org
[h *s][*s][hw *sw][*sw],top,oplop.appspot.com
[h +s +sw][+s][hw +sw][+sw],top,organizze.com.br
[X][X][X][X],top,ottospora.nl
[h +s][+s][X][X],sub,p.linode.com
[h +s][+s][hw +s][-sw +s],top,packagist.org
[h][X][hw][X],top,papyrefb2.net
[h][+s +https://tls.passthepopcorn.me/][hw h][+sw +https://tls.passthepopcorn.me/],top,passthepopcorn.me
[h *s][*s][hw *sw][*sw],top,passwd.io
[h +https://p.linode.com/][+s][X][X],sub,paste.linode.com
[h +https://p.linode.com/][+s][X][X],sub,pastebin.linode.com
[h *s][*s][X][X],sub,pay.gigahost.dk
[h +sw][+s][X][+sw],top,paycheckrecords.com
[h *sw][X][X][*sw],top,paymill.com
[X][*s *https://www.paymill.com/de-de *https://www.paymill.com/de-de/][X][X],top,paymill.de
[h +s +sw -sw][+s][X][+sw],top,paypal.com
[h +s +https://app.perfectaudience.com/][+s][hw][-sw],top,perfectaudience.com
[h hw][-s hw][hw][0sw hw],top,petflow.com
[h][*s][hw][*sw],top,pinboard.in
[h +s][+s][hw +sw +s][+sw],top,pingler.com
[h *s][*s][hw *s][-sw *s],top,piratenlogin.de
[h *s][*s][hw +sw][+sw],top,pixi.me
[h -s +sw][-s][hw +sw][+sw],top,playfire.com
[h hw][-s +sw][hw][+sw],top,playvid.com
[h +s][+s][hw +s][-sw +s],top,podio.com
[X][X][hw +sw][+sw],top,portalbank.dk
[h hw +sw][X][hw][+sw],top,posible.org.mx
[h][+s][hw][+sw],top,prestabox.com
[h hw][0s hw][hw][0sw hw],top,prestashop.com
[h -s][-s][hw -s][-sw],top,privat24.ua
[h -s +sw][-s][hw +sw][+sw],top,quantcast.com
[h hw][X][hw][0sw],top,raiffeisen.at
[h][X][hw h][X],top,rapidresearch.me
[h][+s][hw][+sw],top,reactos.org
[h hw -sw][+s -sw][hw][-sw],top,reg.ru
[h hw][*s *sw][hw][*sw],top,rigassatiksme.lv
[h *https://help.riseup.net/ *https://help.riseup.net/en][*s][X][*sw],top,riseup.net
[h +s][+s][hw +s][-sw +s],top,roadtrippers.com
[h *s][*s][hw *sw][*sw],top,romab.com
[h +sw][-s +sw][hw +sw][+sw],top,roomorama.com
[h +s][+s][X][X],sub,roundcube.mayfirst.org
[h][+s][hw h][+sw +s],top,ruzuku.com
[X][X][X][X],top,sah3.net
[h +s][+s][hw +s][-sw +s],sub,sandbox.mydigipass.com
[h -s *sw][-s][hw *sw][*sw],top,saturngames.co.uk
[h +s][+s][hw +s][+sw +s],top,savingstar.com
[h hw][X][hw][X],top,scmp.com
[h][*s][hw *s][*sw *s],top,securityheaders.com
[h -s -https://serverdensity.com -https://www.serverdensity.com/][-s][hw *sw][*sw],top,serverdensity.io
[h *sw -http://www.shodanhq.com/][X][X][*sw],top,shodan.io
[X][X][X][X],sub,shops.neonisi.com
[h *s][*s][hw *s][*sw *s],top,silentcircle.com
[X][X][X][X],top,silentcircle.org
[h +s][+s][hw +s][-sw +s],top,silp.com
[h +sw][+s][hw +sw][+sw],top,simple.com
[h hw][+s +sw][hw][+sw],top,site24x7.com
[h +s +sw][+s][hw +sw][+sw],top,skillfeed.com
[h *s hw *sw][X][hw][*sw],top,slixa.com
[X][X][hw][-sw],top,sol.io
[h +https://secure.solve360.com/][+s][hw +https://secure.solve360.com/][+sw],top,solve360.com
[h hw][0s hw][hw][0sw hw],top,sotmarket.ru
[h 0s][0s][hw 0sw 0s][0sw],top,speakerdeck.com
[h +https://squareup.com/t/f_tv/c_may12_nationaldrtv +https://squareup.com][X][X][X],top,square.com
[h +s][+s][hw +s][-sw +s],top,squareup.com
[h][-s][X][X],sub,ssl.panoramio.com
[h +s][+s][hw +sw +s][+sw],top,stacksocial.com
[h +s][+s][hw +sw][+sw],top,startpage.com
[h +s][+s][hw +s][+sw +s],top,stocktrade.de
[h *s][*s][hw *s][*sw *s],top,stripe.com
[h hw][X][hw][X],top,strongest-privacy.com
[h +s][+s][X][X],sub,support.mayfirst.org
[h -sw][-s -sw][hw -sw][-sw],top,surfeasy.com
[X][X][X][X],top,surkatty.org
[h +sw][X][hw +sw][+sw],top,suse.com
[h][0s][hw][+sw],top,t.co
[h hw][-s *sw][hw][*sw],top,tchibo.com.tr
[h hw][-s *sw][hw][*sw],top,tchibo.de
[h hw][-s *sw][hw][*sw],top,tchibo.hu
[h hw][-s *sw][hw][*sw],top,tchibo.pl
[h +sw][-s +sw][hw +sw][+sw],top,thehunt.com
[h hw +sw][X][X][+sw],top,themightyquest.com
[h +sw][+s +sw][hw +sw][+sw],top,therapynotes.com
[h][-s +sw][hw][+sw],top,tokyotosho.info
[h +sw][-s +sw][hw +sw][+sw],top,torproject.org
[h *sw][-s *sw][hw *sw][*sw],top,transifex.com
[h hw][-s +sw][hw][+sw],top,trillian.im
[h hw 0sw][-s 0sw][hw][0sw],top,tweaky.com
[h][+s][hw][+sw],top,tweetdeck.com
[h hw][+s hw][hw][+sw],top,twilio.com
[h +s][+s][hw +s][+sw +s],top,twitter.com
[h +s][+s][hw +s][-sw +s],top,typekit.com
[h *s][*s][hw *s][X],top,ubertt.org
[h -http://colotest.udemy.com/ +sw][X][hw +sw][+sw],top,udemy.com
[h][+s h][hw][+sw hw],top,ulozto.cz
[h *sw][X][hw][*sw],top,united-domains.de
[X][X][X][X],top,uprotect.it
[h *sw][-s *sw][hw *sw][*sw],top,upsmychoicepromo.com
[h hw][-s hw][hw][0sw hw],top,usertesting.com
[h][+s][hw][+sw],top,vine.co
[h hw +sw][-s +sw][hw][+sw],top,vizify.com
[h -sw][-s -sw][hw -sw][-sw],top,vleaf.com
[h +s][+s][X][X],sub,webmail.gigahost.dk
[h +s][+s][X][X],sub,webmail.mayfirst.org
[h +s][+s][X][X],sub,webmail.onlime.ch
[h +s][+s][hw +s][-sw +s],top,weedmaps.com
[h +sw][+s +sw][hw +sw][+sw],top,wepay.com
[h +s][+s][hw +sw +s][+sw],top,what.cd
[h +s +sw][+s][hw +sw][+sw],top,wholelifechallenge.com
[h *sw][X][X][*sw],top,whonix.org
[h *s][*s][X][X],sub,wiki.python.org
[X][X][X][X],top,wiz.biz
[h hw +sw][+s +sw][hw][+sw],top,woopra.com
[h hw *sw][-s *sw][hw][*sw],top,worldcubeassociation.org
[h +s][+s][hw +s][+sw],top,writeapp.me
[h +s -http://waitforit.wuaki.tv][+s][X][X],top,wuaki.tv
[h *sw][-s *sw][hw *sw][*sw],top,yammer.com
[h +s][+s][X][X],top,yande.re
[h +sw][X][hw][+sw],top,zaarly.com
[h hw][-s +sw][hw][+sw],top,zoho.com
[h *sw][-s *sw][hw *sw][*sw],top,zoo24.de
